date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:05:17	821507/821507	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:06%20GMT	http://10.62.200.79:8081/photo/view?filename=20200412/1586621065769.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/viewc77e.html	(from http://10.62.200.79:8081/home/index/index)
11:05:17	270025/270025	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:09%20GMT	http://10.62.200.79:8081/photo/view?filename=20200412/1586620860709.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view1402.html	(from http://10.62.200.79:8081/home/index/index)
11:05:18	45642/45642	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:11%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586620738132.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view35f1.html	(from http://10.62.200.79:8081/home/index/index)
11:05:20	31750/31750	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:12%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586620659982.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view52bd.html	(from http://10.62.200.79:8081/home/index/index)
11:05:20	38115/38115	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:12%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586611861285.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view50af.html	(from http://10.62.200.79:8081/home/index/index)
11:05:22	46803/46803	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:15%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586611756004.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/viewe532.html	(from http://10.62.200.79:8081/home/index/index)
11:05:23	50640/50640	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:15%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586611630115.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view2b98.html	(from http://10.62.200.79:8081/home/index/index)
11:05:24	27870/27870	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:17%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586611479618.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view0d57.html	(from http://10.62.200.79:8081/home/index/index)
11:05:26	4163/4163	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:20%20GMT	http://10.62.200.79:8081/photo/view?filename=20210223/1614075844201.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/viewc853.html	(from http://10.62.200.79:8081/home/index/index)
11:05:27	23465/23465	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:18%20GMT	http://10.62.200.79:8081/home/index/index?name=&currentPage=2	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/index/index760d.html	(from http://10.62.200.79:8081/home/index/index)
11:05:27	17531/17531	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:18%20GMT	http://10.62.200.79:8081/home/index/index?name=&currentPage=3	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/index/index0741.html	(from http://10.62.200.79:8081/home/index/index)
11:05:27	1049/1049	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/weixin-fl.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/weixin-fl.png	(from http://10.62.200.79:8081/home/index/index)
11:05:27	862/862	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/footer-tri.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/footer-tri.png	(from http://10.62.200.79:8081/home/index/index)
11:05:27	2268/2268	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Jun%202024%2003:05:22%20GMT	http://10.62.200.79:8081/home/index/www.baidu.com	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/index/www.baidu.26.delayed	(from http://10.62.200.79:8081/home/index/index)
11:05:29	243/243	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/wave.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/wave.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:29	708/708	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/friend-links-title.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/friend-links-title.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:30	19165/19165	---M--	200	added ('OK')	application/javascript	date:Sun,%2012%20Apr%202020%2005:01:36%20GMT	http://10.62.200.79:8081/home/js/common.js	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/js/common.js	(from http://10.62.200.79:8081/home/index/index)
11:05:31	806/806	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/location.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/location.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:31	20657/20657	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Apr%202020%2012:18:54%20GMT	http://10.62.200.79:8081/home/js/index.js	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/js/index.js	(from http://10.62.200.79:8081/home/index/index)
11:05:31	11148/11148	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/footer-bg.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/footer-bg.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:31	1555/1555	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/helped.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/helped.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:32	2903/2903	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/rank.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/rank.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:33	2853/2853	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/nav_labels.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/nav_labels.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:33	7000/7000	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/co-login.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/co-login.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:33	13163/13163	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs//lr.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/lr.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:33	1412/1412	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/want_spirit.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/want_spirit.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:33	748/748	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/want_txt.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/want_txt.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:34	1472/1472	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/heliscoper.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/heliscoper.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:34	1044/1044	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/report_title.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/report_title.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:34	86709/86709	---M--	200	added ('OK')	application/javascript	date:Wed,%2001%20Apr%202020%2011:31:34%20GMT	http://10.62.200.79:8081/home/js/jquery-3.1.1.min.js	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/js/jquery-3.1.1.min.js	(from http://10.62.200.79:8081/home/index/index)
11:05:34	652/652	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/page-arrow.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/page-arrow.png	(from http://10.62.200.79:8081/home/css/index.css)
11:05:35	5079/5079	---M--	200	added ('OK')	text/css	date:Wed,%2001%20Apr%202020%2011:11:42%20GMT	http://10.62.200.79:8081/home/css/login2.css	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/css/login2.css	(from http://10.62.200.79:8081/home/index/login)
11:05:35	6658/6658	---M--	200	added ('OK')	application/javascript	date:Sat,%2006%20Mar%202021%2007:58:00%20GMT	http://10.62.200.79:8081/home/js/login.js	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/js/login.js	(from http://10.62.200.79:8081/home/index/login)
11:05:35	22002/22002	---M--	200	added ('OK')	text/css	date:Sun,%2012%20Apr%202020%2006:34:58%20GMT	http://10.62.200.79:8081/home/css/product_detail.css	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/css/product_detail.css	(from http://10.62.200.79:8081/home/index/news_detail?id=2)
11:05:36	48009/48009	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:30%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586611370203.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/viewf9a7.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:37	22922/22922	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Apr%202020%2009:43:32%20GMT	http://10.62.200.79:8081/home/js/add.js	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/js/add.js	(from http://10.62.200.79:8081/home/index/news_detail?id=2)
11:05:38	37652/37652	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:31%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586611303491.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view8f85.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:39	12996/12996	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:33%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586611245599.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view2cc8.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:39	20789/20789	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:34%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586610997167.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view04b3.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:40	31330/31330	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:34%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586610934287.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view814e.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:41	21588/21588	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:35%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586610811445.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view8a11.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:42	32635/32635	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:35%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586610735654.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view3546.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:43	25708/25708	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:37%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586610506621.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/viewbdf9.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:44	25882/25882	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:38%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586610285979.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view946f.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:45	18134/18134	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:38%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586595414403.jpeg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/viewfe8e.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:45	21032/21032	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:40%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586595364409.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view0624.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:46	7104/7104	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:40%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586595290815.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view9f46.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:47	42982/42982	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:41%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586590067910.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/viewbe52.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=3)
11:05:49	20620/20620	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:41%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586589915016.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view493a.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=3)
11:05:50	37211/37211	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:44%20GMT	http://10.62.200.79:8081/photo/view?filename=20200411/1586589170711.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/view5254.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=3)
11:05:51	23669/23669	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:41%20GMT	http://10.62.200.79:8081/home/index/index?name=&currentPage=1	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/index/index32da.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=2)
11:05:51	15906/15906	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jun%202024%2003:05:44%20GMT	http://10.62.200.79:8081/photo/view?filename=20200406/1586181213129.jpg	E:/web/MyWebsites/newWeb/10.62.200.79_8081/photo/viewa8f1.html	(from http://10.62.200.79:8081/home/index/index?name=&currentPage=3)
11:05:52	318/318	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/heart.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/heart.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:52	449/449	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/ico_seller.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/ico_seller.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:52	344/344	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/info.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/info.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:52	390/390	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/comment.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/comment.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:53	286/286	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/commenting-tri.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/commenting-tri.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:53	286/286	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/commenting-unlogin-tri.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/commenting-unlogin-tri.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:53	352/352	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/comment-button.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/comment-button.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:53	348/348	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/comment-login.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/comment-login.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:54	1472/1472	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/goods_share_1.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/goods_share_1.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:54	1602/1602	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/goods_share_2.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/goods_share_2.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:55	1327/1327	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/goods_share_3.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/goods_share_3.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:55	1428/1428	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/goods_share_4.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/goods_share_4.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
11:05:55	1390/1390	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Apr%202020%2011:25:42%20GMT	http://10.62.200.79:8081/home/imgs/goods_share_5.png	E:/web/MyWebsites/newWeb/10.62.200.79_8081/home/imgs/goods_share_5.png	(from http://10.62.200.79:8081/home/css/product_detail.css)
